0.000000000000000000e+00 3.000000000000000000e+01
1.001001001001000992e-02 2.980177249627096003e+01
2.002002002002001985e-02 2.960355463998482861e+01
3.003003003003002977e-02 2.940535607858452138e+01
4.004004004004003969e-02 2.920718645951294334e+01
5.005005005005004615e-02 2.900905543021301014e+01
6.006006006006005954e-02 2.881097263812763387e+01
7.007007007007007293e-02 2.861294773069971598e+01
8.008008008008007939e-02 2.841499035537217921e+01
9.009009009009008584e-02 2.821711015958792501e+01
1.001001001001000923e-01 2.801931679078986903e+01
1.101101101101101126e-01 2.782161989642091982e+01
1.201201201201201191e-01 2.762402912392399301e+01
1.301301301301301394e-01 2.742655412074199361e+01
1.401401401401401459e-01 2.722920453431783017e+01
1.501501501501501523e-01 2.703199001209442542e+01
1.601601601601601588e-01 2.683492020151467727e+01
1.701701701701701652e-01 2.663800475002150137e+01
1.801801801801801717e-01 2.644125330505781335e+01
1.901901901901901781e-01 2.624467551406651467e+01
2.002002002002001846e-01 2.604828102449052452e+01
2.102102102102102188e-01 2.585207948377274434e+01
2.202202202202202252e-01 2.565608053935609689e+01
2.302302302302302317e-01 2.546029383868348717e+01
2.402402402402402382e-01 2.526472902919782015e+01
2.502502502502502724e-01 2.506939575834201150e+01
2.602602602602602788e-01 2.487430367355897687e+01
2.702702702702702853e-01 2.467946242229162479e+01
2.802802802802802917e-01 2.448488165198285671e+01
2.902902902902902982e-01 2.429057101007559538e+01
3.003003003003003046e-01 2.409654014401274935e+01
3.103103103103103111e-01 2.390279870123722006e+01
3.203203203203203175e-01 2.370935632919193026e+01
3.303303303303303240e-01 2.351622267531978494e+01
3.403403403403403304e-01 2.332340738706369265e+01
3.503503503503503369e-01 2.313092011186656904e+01
3.603603603603603434e-01 2.293877049717132266e+01
3.703703703703703498e-01 2.274696819042086560e+01
3.803803803803803563e-01 2.255552283905810285e+01
3.903903903903903627e-01 2.236444409052595717e+01
4.004004004004003692e-01 2.217374159226732999e+01
4.104104104104104311e-01 2.198342499172512987e+01
4.204204204204204376e-01 2.179350393634227245e+01
4.304304304304304440e-01 2.160398807356166984e+01
4.404404404404404505e-01 2.141488705082623412e+01
4.504504504504504570e-01 2.122621051557886673e+01
4.604604604604604634e-01 2.103796811526249044e+01
4.704704704704704699e-01 2.085016949732001024e+01
4.804804804804804763e-01 2.066282430919433466e+01
4.904904904904904828e-01 2.047594219832837581e+01
5.005005005005005447e-01 2.028953281216504578e+01
5.105105105105105512e-01 2.010360579814725668e+01
5.205205205205205576e-01 1.991817080371791349e+01
5.305305305305305641e-01 1.973323747631993541e+01
